ticker,fy_end,revenue,net_income,ebit,ocf,capex,fcf,assets,equity,total_debt,cash,dividends_paid,eps
CNP,2022-12-31,9327000000.0,1057000000.0,1566000000.0,1810000000.0,4419000000.0,-2609000000.0,38546000000.0,10042000000.0,16856000000.0,74000000.0,440000000.0,1.59
CNP,2023-12-31,8612000000.0,917000000.0,1760000000.0,3877000000.0,4401000000.0,-524000000.0,39715000000.0,9667000000.0,18618000000.0,90000000.0,485000000.0,1.37
CNP,2024-12-31,8552000000.0,1019000000.0,1990000000.0,2139000000.0,4513000000.0,-2374000000.0,43768000000.0,10666000000.0,20963000000.0,24000000.0,522000000.0,1.58
CNP,2025-12-31,9337000000.0,1052000000.0,2110000000.0,2486000000.0,4870000000.0,-2384000000.0,46534000000.0,11153000000.0,22980000000.0,38000000.0,574000000.0,1.6
COF,2020-12-31,3737000000.0,2714000000.0,3203000000.0,16699000000.0,710000000.0,15989000000.0,421602000000.0,60204000000.0,40539000000.0,40771000000.0,460000000.0,5.18
COF,2021-12-31,4780000000.0,12390000000.0,15809000000.0,12310000000.0,698000000.0,11612000000.0,432381000000.0,61029000000.0,43086000000.0,22054000000.0,1148000000.0,26.94
COF,2022-12-31,5417000000.0,7360000000.0,9240000000.0,13809000000.0,934000000.0,12875000000.0,455249000000.0,52582000000.0,48715000000.0,31256000000.0,950000000.0,17.91
COF,2023-12-31,5645000000.0,4887000000.0,6045000000.0,20575000000.0,961000000.0,19614000000.0,478464000000.0,58089000000.0,49856000000.0,43755000000.0,931000000.0,11.95
COF,2024-12-31,5915000000.0,4750000000.0,5910000000.0,18159000000.0,1204000000.0,16955000000.0,490144000000.0,60784000000.0,45551000000.0,43671000000.0,932000000.0,11.59
COF,2025-12-31,8062000000.0,2453000000.0,2281000000.0,27718000000.0,1578000000.0,26140000000.0,669009000000.0,113616000000.0,51000000000.0,62093000000.0,1516000000.0,4.03
COHR,2021-06-30,3105891000.0,297552000.0,402119000.0,574353000.0,146337000.0,428016000.0,6512650000.0,3406170000.0,1375141000.0,1591892000.0,,2.36
COHR,2022-06-30,3316616000.0,234759000.0,414294000.0,413332000.0,314332000.0,99000000.0,7844846000.0,3616475000.0,2300426000.0,2582371000.0,,1.45
COHR,2023-06-30,5160100000.0,-259458000.0,-37120000.0,634025000.0,436060000.0,197965000.0,13711133000.0,4987551000.0,4309798000.0,821310000.0,,-2.93
COHR,2024-06-30,4707688000.0,-156154000.0,96121000.0,545731000.0,346816000.0,198915000.0,14488634000.0,5210115000.0,4100218000.0,926033000.0,,-1.84
COHR,2025-06-30,5810115000.0,49364000.0,94181000.0,633600000.0,440836000.0,192764000.0,14910936000.0,5644514000.0,3686921000.0,909200000.0,,-0.52
COHR,2026-06-30,7118181000.0,804998000.0,847733000.0,79514000.0,1102909000.0,-1023395000.0,18299852000.0,10903495000.0,3222224000.0,1162018000.0,,4.12
COIN,2020-12-31,1277481000.0,322317000.0,408951000.0,293548000.0,9913000.0,283635000.0,5855414000.0,963584000.0,0.0,1061850000.0,,1.4
COIN,2021-12-31,7839444000.0,3600000000.0,3076570000.0,4038172000.0,2910000.0,4035262000.0,21274425000.0,6381689000.0,3404855000.0,7123478000.0,,14.5
COIN,2022-12-31,3194208000.0,-2600000000.0,-2710208000.0,-1585419000.0,2933000.0,-1588352000.0,89724873000.0,5454557000.0,3413967000.0,4425021000.0,,-11.83
COIN,2023-12-31,3108383000.0,100000000.0,-161662000.0,673376000.0,,,14753901000.0,6281649000.0,2979957000.0,5489100000.0,,0.3700000000000001
COIN,2024-12-31,6564028000.0,2600000000.0,2307160000.0,3103935000.0,,,22541951000.0,10276842000.0,4234081000.0,9308266000.0,,9.48
COIN,2025-12-31,7181325000.0,1300000000.0,1435441000.0,2426383000.0,,,29671832000.0,14793058000.0,7206619000.0,11285452000.0,,4.45
COO,2020-10-31,2430900000.0,238400000.0,311800000.0,486600000.0,310400000.0,176200000.0,6737500000.0,3824600000.0,1793200000.0,115900000.0,3000000.0,1.2025000000000001
COO,2021-10-31,2922500000.0,2944700000.0,505800000.0,738600000.0,214400000.0,524200000.0,9606200000.0,6941800000.0,1479500000.0,95900000.0,3000000.0,14.79
COO,2022-10-31,3308400000.0,385800000.0,507600000.0,692400000.0,242000000.0,450400000.0,11492300000.0,7174500000.0,2759700000.0,138200000.0,3000000.0,1.94
COO,2023-10-31,3593200000.0,294200000.0,533100000.0,607500000.0,392500000.0,215000000.0,11658900000.0,7550800000.0,2565800000.0,120800000.0,3000000.0,1.48
COO,2024-10-31,3895400000.0,392300000.0,705700000.0,709300000.0,421200000.0,288100000.0,12315200000.0,8083400000.0,2581300000.0,107600000.0,0.0,1.96
COO,2025-10-31,4092400000.0,374900000.0,682900000.0,796100000.0,362400000.0,433700000.0,12394800000.0,8238900000.0,2503500000.0,110600000.0,0.0,1.87
COP,2020-12-31,13662000000.0,-2701000000.0,-3140000000.0,4802000000.0,4715000000.0,87000000.0,62618000000.0,29849000000.0,15369000000.0,2991000000.0,1831000000.0,-2.51
COP,2021-12-31,34590000000.0,8079000000.0,12712000000.0,16996000000.0,5324000000.0,11672000000.0,90661000000.0,45406000000.0,19934000000.0,5028000000.0,2359000000.0,6.07
COP,2022-12-31,61049000000.0,18680000000.0,28228000000.0,28314000000.0,10159000000.0,18155000000.0,93829000000.0,48003000000.0,16643000000.0,6458000000.0,5726000000.0,14.57
COP,2023-12-31,48522000000.0,10957000000.0,16288000000.0,19965000000.0,,,95924000000.0,49279000000.0,18937000000.0,5635000000.0,5583000000.0,9.06
COP,2024-12-31,49418000000.0,9245000000.0,13672000000.0,20124000000.0,,,122780000000.0,64796000000.0,24324000000.0,5607000000.0,3646000000.0,7.81
COP,2025-12-31,51824000000.0,7988000000.0,12656000000.0,19796000000.0,,,121939000000.0,64487000000.0,23444000000.0,6497000000.0,3995000000.0,6.35
COR,2020-09-30,189893926000.0,-3408716000.0,-5135354000.0,2207040000.0,369677000.0,1837363000.0,44274830000.0,-1018924000.0,4119520000.0,4597746000.0,343578000.0,-16.79
COR,2021-09-30,213988843000.0,1539932000.0,2354197000.0,2666586000.0,438217000.0,2228369000.0,57337805000.0,223354000.0,6683924000.0,2547142000.0,366648000.0,7.389999999999999
COR,2022-09-30,238587006000.0,1698820000.0,2366378000.0,2703088000.0,496318000.0,2206770000.0,56560616000.0,-211559000.0,5702833000.0,3388189000.0,391687000.0,8.04
COR,2023-09-30,262173411000.0,1745293000.0,2340731000.0,3911334000.0,458359000.0,3452975000.0,62558746000.0,522003000.0,4787457000.0,2592051000.0,398752000.0,8.53
COR,2024-09-30,293958599000.0,1509120000.0,2175249000.0,3484685000.0,487173000.0,2997512000.0,67101667000.0,645938000.0,4388076000.0,3132648000.0,416168000.0,7.529999999999999
COR,2025-09-30,321332819000.0,1554169000.0,2628601000.0,3875120000.0,667981000.0,3207139000.0,76590112000.0,1508019000.0,7660773000.0,4356138000.0,437081000.0,7.960000000000001
COST,2020-08-30,166761000000.0,4002000000.0,5435000000.0,8861000000.0,2810000000.0,6051000000.0,55556000000.0,18284000000.0,7609000000.0,12277000000.0,1479000000.0,9.02
COST,2021-08-29,195929000000.0,5007000000.0,6708000000.0,8958000000.0,3588000000.0,5370000000.0,59268000000.0,17564000000.0,7491000000.0,11258000000.0,5748000000.0,11.27
COST,2022-08-28,226954000000.0,5844000000.0,7793000000.0,7392000000.0,3891000000.0,3501000000.0,64166000000.0,20642000000.0,6557000000.0,10203000000.0,1498000000.0,13.14
COST,2023-09-03,242290000000.0,6292000000.0,8114000000.0,11068000000.0,4323000000.0,6745000000.0,68994000000.0,25058000000.0,6458000000.0,13700000000.0,1251000000.0,14.16
COST,2024-09-01,254453000000.0,7367000000.0,9285000000.0,11339000000.0,4710000000.0,6629000000.0,69831000000.0,23622000000.0,5897000000.0,9906000000.0,9041000000.0,16.56
COST,2025-08-31,275235000000.0,8099000000.0,10383000000.0,13335000000.0,5498000000.0,7837000000.0,77099000000.0,29164000000.0,5788000000.0,14161000000.0,2183000000.0,18.21
CPAY,2020-12-31,2388855000.0,704216000.0,972265000.0,1472589000.0,78425000.0,1394164000.0,11194579000.0,3355411000.0,1205908000.0,934900000.0,,8.129999999999999
CPAY,2021-12-31,2833736000.0,839000000.0,1242556000.0,1197063000.0,111530000.0,1085533000.0,13404653000.0,2866580000.0,7495295000.0,1520027000.0,,9.99
CPAY,2022-12-31,3427129000.0,954000000.0,1446641000.0,754797000.0,151428000.0,603369000.0,14089260000.0,2541493000.0,9350950000.0,1435163000.0,,12.42
CPAY,2023-12-31,3757719000.0,982000000.0,1656873000.0,2101132000.0,153822000.0,1947310000.0,15476252000.0,3282359000.0,8849654000.0,1389648000.0,,13.2
CPAY,2024-12-31,3974589000.0,1004000000.0,1787157000.0,1940565000.0,175176000.0,1765389000.0,17957031000.0,3122342000.0,10766054000.0,1553642000.0,,13.970000000000002
CPAY,2025-12-31,4528403000.0,1070000000.0,1994108000.0,1499901000.0,200756000.0,1299145000.0,26408135000.0,3883864000.0,13347217000.0,2408097000.0,,15.030000000000001
CPRT,2020-07-31,2205583000.0,699907000.0,816099000.0,917885000.0,591972000.0,325913000.0,3455261000.0,2489516000.0,397651000.0,477718000.0,,0.7324999999999999
CPRT,2021-07-31,2692511000.0,936495000.0,1136426000.0,990891000.0,462996000.0,527895000.0,4562143000.0,3529201000.0,398166000.0,1048260000.0,,0.97
CPRT,2022-07-31,3500921000.0,1090130000.0,1374997000.0,1176683000.0,337448000.0,839235000.0,5308864000.0,4625599000.0,2019000.0,1384236000.0,,1.13
CPRT,2023-07-31,3869518000.0,1237741000.0,1486569000.0,1364210000.0,516636000.0,847574000.0,6737879000.0,5987440000.0,10916000.0,957395000.0,,1.28
CPRT,2024-07-31,4236823000.0,1363020000.0,1572023000.0,1472564000.0,510990000.0,961574000.0,8427764000.0,7524011000.0,0.0,1514111000.0,,1.4
CPRT,2025-07-31,4646958000.0,1552449000.0,1696714000.0,1799750000.0,568990000.0,1230760000.0,10090902000.0,9187033000.0,2705000.0,2780531000.0,,1.59
CPT,2020-12-31,10800000.0,123911000.0,,519319000.0,,,7198952000.0,3444905000.0,3166600000.0,420441000.0,333360000.0,1.24
CPT,2021-12-31,10532000.0,303907000.0,,577467000.0,,,7976784000.0,4197490000.0,3170400000.0,613391000.0,343039000.0,2.96
CPT,2022-12-31,5188000.0,653613000.0,,744712000.0,,,9327935000.0,4986620000.0,3680900000.0,10687000.0,396822000.0,6.04
CPT,2023-12-31,3451000.0,403309000.0,,794950000.0,,,9383737000.0,4980757000.0,3715400000.0,259686000.0,434875000.0,3.7
CPT,2024-12-31,7137000.0,163293000.0,,774877000.0,,,8852144000.0,4675198000.0,3485600000.0,21045000.0,450965000.0,1.5
CPT,2025-12-31,12967000.0,384462000.0,,826621000.0,,,9042989000.0,4362523000.0,3900800000.0,25203000.0,460950000.0,3.54
CRH,2021-12-31,29206000000.0,2630000000.0,3327000000.0,3979000000.0,1554000000.0,2425000000.0,,21246000000.0,,5783000000.0,,
CRH,2022-12-31,32723000000.0,3862000000.0,3809000000.0,3800000000.0,1523000000.0,2277000000.0,45319000000.0,22157000000.0,9636000000.0,5936000000.0,,
CRH,2023-12-31,34949000000.0,3178000000.0,4186000000.0,5017000000.0,1817000000.0,3200000000.0,47469000000.0,20854000000.0,11642000000.0,6341000000.0,,4.33
CRH,2024-12-31,35572000000.0,3492000000.0,4925000000.0,4989000000.0,2578000000.0,2411000000.0,50613000000.0,21607000000.0,13968000000.0,3720000000.0,,5.02
CRH,2025-12-31,37447000000.0,3753000000.0,5440000000.0,5625000000.0,2713000000.0,2912000000.0,58329000000.0,24004000000.0,17653000000.0,4096000000.0,,5.51
CRL,2020-12-26,2923933000.0,364304000.0,432729000.0,546575000.0,166560000.0,380015000.0,5490831000.0,2114602000.0,1976767000.0,228424000.0,,7.2
CRL,2021-12-25,3540160000.0,390982000.0,589862000.0,760799000.0,228772000.0,532027000.0,7024292000.0,2534820000.0,2663665000.0,241214000.0,,7.6
CRL,2022-12-31,3976060000.0,486226000.0,650975000.0,619640000.0,324733000.0,294907000.0,7602770000.0,2976293000.0,2708878000.0,233912000.0,,9.48
CRL,2023-12-30,4129409000.0,474624000.0,617261000.0,683898000.0,318528000.0,365370000.0,8195001000.0,3596882000.0,2650319000.0,276771000.0,,9.22
CRL,2024-12-28,4049989000.0,22203000.0,227347000.0,734577000.0,232967000.0,501610000.0,7528345000.0,3461503000.0,2240360000.0,194606000.0,,0.20000000000000018
CRL,2025-12-27,4015382000.0,-144338000.0,25162000.0,737646000.0,219152000.0,518494000.0,7135422000.0,3164630000.0,2136526000.0,213770000.0,,-2.91
CRM,2021-01-31,21252000000.0,4072000000.0,455000000.0,4801000000.0,710000000.0,4091000000.0,66301000000.0,41493000000.0,2677000000.0,6195000000.0,,4.38
CRM,2022-01-31,26492000000.0,1444000000.0,548000000.0,6000000000.0,717000000.0,5283000000.0,95209000000.0,58131000000.0,10596000000.0,5464000000.0,,1.48
CRM,2023-01-31,31352000000.0,208000000.0,1030000000.0,7111000000.0,798000000.0,6313000000.0,98849000000.0,58359000000.0,10601000000.0,7016000000.0,0.0,0.21
CRM,2024-01-31,34857000000.0,4136000000.0,5011000000.0,10234000000.0,736000000.0,9498000000.0,99823000000.0,59646000000.0,9426000000.0,8472000000.0,0.0,4.2
CRM,2025-01-31,37895000000.0,6197000000.0,7205000000.0,13092000000.0,658000000.0,12434000000.0,102928000000.0,61173000000.0,8433000000.0,8848000000.0,1537000000.0,6.36
CRM,2026-01-31,41525000000.0,7457000000.0,8331000000.0,14996000000.0,594000000.0,14402000000.0,112305000000.0,59142000000.0,14439000000.0,7327000000.0,1587000000.0,7.8
CRWD,2021-01-31,874438000.0,-92629000.0,-92529000.0,356566000.0,52799000.0,303767000.0,2732533000.0,870574000.0,738029000.0,1918608000.0,,-0.1075
CRWD,2022-01-31,1451594000.0,-232378000.0,-142548000.0,574784000.0,112143000.0,462641000.0,3618381000.0,1025764000.0,739517000.0,1996633000.0,,-0.2575
CRWD,2023-01-31,2241236000.0,-182285000.0,-190112000.0,941007000.0,235019000.0,705988000.0,5026540000.0,1463641000.0,741005000.0,2455369000.0,,-0.1975
CRWD,2024-01-31,3055555000.0,73439000.0,-19141000.0,1166207000.0,176529000.0,989678000.0,6646520000.0,2303950000.0,742494000.0,3375069000.0,,0.075
CRWD,2025-01-31,3953624000.0,-12566000.0,-116400000.0,1381727000.0,254852000.0,1126875000.0,8701578000.0,3279494000.0,743983000.0,4323295000.0,,-0.015000000000000006
CRWD,2026-01-31,4812005000.0,-161165000.0,-293292000.0,1612349000.0,302108000.0,1310241000.0,11086684000.0,4428390000.0,745471000.0,5230125000.0,,-0.16249999999999998
CSCO,2021-07-31,49818000000.0,10591000000.0,12833000000.0,15454000000.0,692000000.0,14762000000.0,97497000000.0,41275000000.0,11526000000.0,9175000000.0,6163000000.0,2.5
CSCO,2022-07-30,51557000000.0,11812000000.0,13969000000.0,13226000000.0,477000000.0,12749000000.0,94002000000.0,39773000000.0,9515000000.0,7079000000.0,6224000000.0,2.8200000000000003
CSCO,2023-07-29,56998000000.0,12613000000.0,15031000000.0,19886000000.0,849000000.0,19037000000.0,101852000000.0,44353000000.0,8391000000.0,10123000000.0,6302000000.0,3.07
CSCO,2024-07-27,53803000000.0,10320000000.0,12181000000.0,10880000000.0,670000000.0,10210000000.0,124413000000.0,45457000000.0,30962000000.0,7508000000.0,6384000000.0,2.54
CSCO,2025-07-26,56654000000.0,10180000000.0,11760000000.0,14193000000.0,905000000.0,13288000000.0,122291000000.0,46843000000.0,28093000000.0,8346000000.0,6437000000.0,2.55
CSCO,2026-07-25,63325000000.0,13267000000.0,15368000000.0,14177000000.0,1410000000.0,12767000000.0,129637000000.0,50285000000.0,29533000000.0,7218000000.0,6553000000.0,3.33
CSGP,2020-12-31,1659019000.0,227128000.0,289202000.0,486106000.0,0.0,486106000.0,6915420000.0,5375200000.0,986715000.0,3693813000.0,,0.599
CSGP,2021-12-31,1944100000.0,292600000.0,432300000.0,469700000.0,123700000.0,346000000.0,7256871000.0,5711500000.0,987944000.0,3800000000.0,,0.74
CSGP,2022-12-31,2182400000.0,369500000.0,451000000.0,478700000.0,35200000.0,443500000.0,8402500000.0,6870000000.0,989200000.0,5000000000.0,,0.93
CSGP,2023-12-31,2455000000.0,374700000.0,282000000.0,490000000.0,118000000.0,372000000.0,8919700000.0,7338600000.0,993600000.0,5200000000.0,,0.9200000000000002
CSGP,2024-12-31,2736000000.0,138700000.0,5000000.0,393000000.0,579000000.0,-186000000.0,9257000000.0,7553000000.0,997000000.0,4681000000.0,,0.34
CSGP,2025-12-31,3247000000.0,6500000.0,-72000000.0,430000000.0,307000000.0,123000000.0,10538000000.0,8334000000.0,998000000.0,1633000000.0,,0.020000000000000004
CSX,2020-12-31,10583000000.0,2765000000.0,4362000000.0,4263000000.0,1626000000.0,2637000000.0,39793000000.0,13110000000.0,16304000000.0,3129000000.0,797000000.0,1.2
CSX,2021-12-31,12522000000.0,3781000000.0,5594000000.0,5099000000.0,1791000000.0,3308000000.0,40531000000.0,13451000000.0,16185000000.0,2239000000.0,839000000.0,1.68
CSX,2022-12-31,14853000000.0,4114000000.0,5954000000.0,5526000000.0,2113000000.0,3413000000.0,41682000000.0,12469000000.0,17896000000.0,1958000000.0,852000000.0,1.92
CSX,2023-12-31,14657000000.0,3668000000.0,5499000000.0,5514000000.0,2257000000.0,3257000000.0,42200000000.0,11985000000.0,17975000000.0,1353000000.0,882000000.0,1.8199999999999998
CSX,2024-12-31,14540000000.0,3470000000.0,5245000000.0,5247000000.0,2529000000.0,2718000000.0,42764000000.0,12507000000.0,17897000000.0,933000000.0,930000000.0,1.79
CSX,2025-12-31,14092000000.0,2889000000.0,4521000000.0,4613000000.0,2902000000.0,1711000000.0,43682000000.0,13160000000.0,18165000000.0,670000000.0,972000000.0,1.54
CTAS,2021-05-31,7116340000.0,1110968000.0,1385492000.0,1360740000.0,143470000.0,1217270000.0,8236823000.0,3687847000.0,2541903000.0,493640000.0,451327000.0,2.56
CTAS,2022-05-31,7854459000.0,1235757000.0,1587370000.0,1537625000.0,240672000.0,1296953000.0,8147256000.0,3308196000.0,2795506000.0,90471000.0,375119000.0,2.9125
CTAS,2023-05-31,8815769000.0,1348080000.0,1802664000.0,1586228000.0,331109000.0,1255119000.0,8546356000.0,3863986000.0,2486405000.0,124149000.0,449917000.0,3.25
CTAS,2024-05-31,9596615000.0,1571592000.0,2068633000.0,2068500000.0,409469000.0,1659031000.0,9168817000.0,4316372000.0,2475529000.0,342015000.0,530909000.0,3.79
CTAS,2025-05-31,10340181000.0,1812281000.0,2359726000.0,2165905000.0,408884000.0,1757021000.0,9825241000.0,4684481000.0,2424999000.0,263973000.0,611627000.0,4.4
CTAS,2026-05-31,11264761000.0,1999968000.0,2606512000.0,2276280000.0,395105000.0,1881175000.0,10529140000.0,5139887000.0,2428073000.0,289018000.0,701485000.0,4.91
CTSH,2020-12-31,16652000000.0,1392000000.0,2114000000.0,3299000000.0,398000000.0,2901000000.0,16923000000.0,10836000000.0,701000000.0,2680000000.0,480000000.0,2.57
CTSH,2021-12-31,18507000000.0,2137000000.0,2826000000.0,2495000000.0,279000000.0,2216000000.0,17852000000.0,11991000000.0,664000000.0,1792000000.0,509000000.0,4.05
CTSH,2022-12-31,19428000000.0,2290000000.0,2968000000.0,2568000000.0,332000000.0,2236000000.0,17852000000.0,12309000000.0,646000000.0,2191000000.0,564000000.0,4.41
CTSH,2023-12-31,19353000000.0,2126000000.0,2689000000.0,2330000000.0,317000000.0,2013000000.0,18483000000.0,13227000000.0,639000000.0,2621000000.0,591000000.0,4.21
CTSH,2024-12-31,19736000000.0,2240000000.0,2892000000.0,2124000000.0,297000000.0,1827000000.0,19966000000.0,14408000000.0,908000000.0,2231000000.0,600000000.0,4.51
CTSH,2025-12-31,21108000000.0,2230000000.0,3389000000.0,2883000000.0,288000000.0,2595000000.0,20692000000.0,15015000000.0,576000000.0,1901000000.0,610000000.0,4.56
CTVA,2020-12-31,14217000000.0,681000000.0,675000000.0,2064000000.0,475000000.0,1589000000.0,42649000000.0,24824000000.0,1105000000.0,3526000000.0,-388000000.0,0.98
CTVA,2021-12-31,15655000000.0,1759000000.0,2346000000.0,2727000000.0,573000000.0,2154000000.0,42344000000.0,25384000000.0,1117000000.0,4459000000.0,397000000.0,2.37
CTVA,2022-12-31,17455000000.0,1147000000.0,1426000000.0,872000000.0,605000000.0,267000000.0,42618000000.0,25302000000.0,1307000000.0,3191000000.0,418000000.0,1.58
CTVA,2023-12-31,17226000000.0,735000000.0,1093000000.0,1769000000.0,595000000.0,1174000000.0,42996000000.0,25037000000.0,2489000000.0,2644000000.0,439000000.0,1.03
CTVA,2024-12-31,16908000000.0,907000000.0,1275000000.0,2145000000.0,597000000.0,1548000000.0,40825000000.0,23789000000.0,2703000000.0,3106000000.0,458000000.0,1.2999999999999998
CTVA,2025-12-31,17401000000.0,1094000000.0,1688000000.0,3406000000.0,591000000.0,2815000000.0,42845000000.0,24144000000.0,2580000000.0,4521000000.0,475000000.0,1.6
CVNA,2020-12-31,5587000000.0,-171000000.0,,-608000000.0,360000000.0,-968000000.0,3035000000.0,388000000.0,1696000000.0,301000000.0,,-0.15457248548592617
CVNA,2021-12-31,12814000000.0,-135000000.0,,-2594000000.0,557000000.0,-3151000000.0,7015000000.0,306000000.0,5362000000.0,403000000.0,,-0.12179017813094604
CVNA,2022-12-31,13604000000.0,-1587000000.0,-2351000000.0,-1324000000.0,512000000.0,-1836000000.0,8698000000.0,-518000000.0,8212000000.0,434000000.0,,-1.4317112051393435
CVNA,2023-12-31,10771000000.0,450000000.0,-80000000.0,803000000.0,87000000.0,716000000.0,7071000000.0,243000000.0,6193000000.0,530000000.0,,0.4059672604364868
CVNA,2024-12-31,13673000000.0,210000000.0,990000000.0,918000000.0,91000000.0,827000000.0,8484000000.0,1260000000.0,5558000000.0,1716000000.0,,0.18945138820369384
CVNA,2025-12-31,20322000000.0,1407000000.0,1881000000.0,1036000000.0,147000000.0,889000000.0,13201000000.0,3441000000.0,5041000000.0,2327000000.0,,1.2693243009647488
CVS,2020-12-31,268706000000.0,7179000000.0,13911000000.0,15865000000.0,2437000000.0,13428000000.0,230715000000.0,69389000000.0,59207000000.0,7854000000.0,2624000000.0,5.46
CVS,2021-12-31,292111000000.0,8001000000.0,13310000000.0,18265000000.0,2520000000.0,15745000000.0,233052000000.0,74535000000.0,52021000000.0,9408000000.0,2625000000.0,6.02
CVS,2022-12-31,322467000000.0,4311000000.0,7954000000.0,16177000000.0,2727000000.0,13450000000.0,228275000000.0,71469000000.0,50476000000.0,12945000000.0,2907000000.0,3.26
CVS,2023-12-31,357776000000.0,8344000000.0,13743000000.0,13426000000.0,3031000000.0,10395000000.0,249728000000.0,76461000000.0,58838000000.0,8196000000.0,3132000000.0,6.47
CVS,2024-12-31,372809000000.0,4614000000.0,8516000000.0,9107000000.0,2781000000.0,6326000000.0,253215000000.0,75560000000.0,62646000000.0,8586000000.0,3373000000.0,3.66
CVS,2025-12-31,402067000000.0,1768000000.0,4660000000.0,10639000000.0,2832000000.0,7807000000.0,253538000000.0,75214000000.0,60502000000.0,8453000000.0,3397000000.0,1.3899999999999997
CVX,2020-12-31,94471000000.0,-5543000000.0,-7453000000.0,10577000000.0,8922000000.0,1655000000.0,239790000000.0,131688000000.0,54140000000.0,5596000000.0,9651000000.0,-2.96
CVX,2021-12-31,155606000000.0,15600000000.0,21639000000.0,29187000000.0,8056000000.0,21131000000.0,239535000000.0,139067000000.0,39128000000.0,5640000000.0,10179000000.0,8.14
CVX,2022-12-31,235717000000.0,35500000000.0,49674000000.0,49602000000.0,11974000000.0,37628000000.0,257709000000.0,159282000000.0,27389000000.0,17678000000.0,10968000000.0,18.28
CVX,2023-12-31,196913000000.0,21400000000.0,29584000000.0,35609000000.0,15829000000.0,19780000000.0,261632000000.0,160957000000.0,25379000000.0,8178000000.0,11336000000.0,11.36
CVX,2024-12-31,193414000000.0,17700000000.0,27506000000.0,31492000000.0,16448000000.0,15044000000.0,256938000000.0,152318000000.0,32791000000.0,8262000000.0,11801000000.0,9.72
CVX,2025-12-31,184432000000.0,12300000000.0,19743000000.0,33939000000.0,17347000000.0,16592000000.0,324012000000.0,186450000000.0,50699000000.0,7285000000.0,12751000000.0,6.630000000000001
D,2020-12-31,11551000000.0,-401000000.0,1401000000.0,5227000000.0,,,95905000000.0,26117000000.0,34852000000.0,172000000.0,2873000000.0,-0.6300000000000001
D,2021-12-31,11661000000.0,3399000000.0,1996000000.0,4037000000.0,,,99590000000.0,27308000000.0,36161000000.0,249000000.0,2036000000.0,3.98
D,2022-12-31,14552000000.0,1191000000.0,1447000000.0,3700000000.0,,,104795000000.0,27659000000.0,38007000000.0,119000000.0,2209000000.0,1.48
D,2023-12-31,13487000000.0,1962000000.0,3414000000.0,6572000000.0,,,109080000000.0,27567000000.0,37204000000.0,184000000.0,2233000000.0,2.33
D,2024-12-31,14182000000.0,2034000000.0,3247000000.0,5018000000.0,,,102415000000.0,26863000000.0,40025000000.0,310000000.0,2239000000.0,2.33
D,2025-12-31,16523000000.0,2998000000.0,4414000000.0,5361000000.0,,,115857000000.0,29083000000.0,46532000000.0,250000000.0,2278000000.0,3.46
DAL,2020-12-31,17095000000.0,-12385000000.0,-12469000000.0,-3793000000.0,1899000000.0,-5692000000.0,71996000000.0,1534000000.0,27974000000.0,8307000000.0,260000000.0,-19.49
DAL,2021-12-31,29899000000.0,280000000.0,1886000000.0,3264000000.0,3247000000.0,17000000.0,72459000000.0,3887000000.0,25084000000.0,7933000000.0,0.0,0.43999999999999995
DAL,2022-12-31,50582000000.0,1318000000.0,3661000000.0,6363000000.0,6366000000.0,-3000000.0,72288000000.0,6582000000.0,21381000000.0,3266000000.0,0.0,2.06
DAL,2023-12-31,58048000000.0,4609000000.0,5521000000.0,6464000000.0,5323000000.0,1141000000.0,73644000000.0,11105000000.0,18610000000.0,2741000000.0,128000000.0,7.17
DAL,2024-12-31,61643000000.0,3457000000.0,5995000000.0,8025000000.0,5140000000.0,2885000000.0,75372000000.0,15293000000.0,15347000000.0,3069000000.0,321000000.0,5.33
DAL,2025-12-31,63364000000.0,5005000000.0,5822000000.0,8342000000.0,4499000000.0,3843000000.0,81317000000.0,20853000000.0,13308000000.0,4310000000.0,440000000.0,7.66
DASH,2020-12-31,2886000000.0,-461000000.0,-436000000.0,252000000.0,106000000.0,146000000.0,6353000000.0,4700000000.0,364000000.0,4345000000.0,,-7.39
DASH,2021-12-31,4888000000.0,-468000000.0,-452000000.0,692000000.0,129000000.0,563000000.0,6809000000.0,4667000000.0,0.0,2504000000.0,,-1.39
DASH,2022-12-31,6583000000.0,-1365000000.0,-1124000000.0,367000000.0,176000000.0,191000000.0,9789000000.0,6754000000.0,,1977000000.0,,-3.68
DASH,2023-12-31,8635000000.0,-558000000.0,-579000000.0,1673000000.0,123000000.0,1550000000.0,10839000000.0,6806000000.0,,2656000000.0,,-1.42
DASH,2024-12-31,10722000000.0,123000000.0,-38000000.0,2132000000.0,104000000.0,2028000000.0,12845000000.0,7803000000.0,0.0,4019000000.0,,0.29
DASH,2025-12-31,13717000000.0,935000000.0,723000000.0,2431000000.0,257000000.0,2174000000.0,19659000000.0,10033000000.0,2724000000.0,4378000000.0,,2.13
DD,2020-12-31,11128000000.0,-2951000000.0,-1259000000.0,4095000000.0,1194000000.0,2901000000.0,70903000000.0,38504000000.0,15612000000.0,2544000000.0,882000000.0,-4.656903765690377
DD,2021-12-31,12566000000.0,6467000000.0,1444000000.0,2281000000.0,788000000.0,1493000000.0,45707000000.0,26433000000.0,10782000000.0,1972000000.0,630000000.0,14.92468619246862
